Geo group,Geo group member,Year,Sex,Age group,GHE Cause,Mean value,Mean lower value,Mean upper value,Mean value [95% CI],Age-standardized rate,Age-standardized rate lower value,Age-standardized rate upper value,Age-standardized rate [95% CI]
WHO regions,1_Afr,2012,Female,75 to 79 years,Ischaemic Heart Disease,103848.162,61886.878,140776.103,103 848 [61 887 - 140 776],58.438,34.825,79.218,58.44 [34.83 - 79.22]
WHO regions,1_Afr,2012,Female,75 to 79 years,Stroke,80916.379,36664.01,135175.832,80 916 [36 664 - 135 176],45.533,20.632,76.066,45.53 [20.63 - 76.07]
WHO regions,1_Afr,2012,Female,75 to 79 years,Acute Lower Respiratory Infections,61218.736,30481.064,95453.683,61 219 [30 481 - 95 454],34.449,17.152,53.714,34.45 [17.15 - 53.71]
WHO regions,1_Afr,2012,Female,75 to 79 years,Chronic Obstructive Pulmonary Disease,21327.413,6009.53,44499.65,21 327 [6 010 - 44 500],12.001,3.382,25.041,12.00 [3.38 - 25.04]
WHO regions,1_Afr,2012,Female,75 to 79 years,Lung Cancer,898.807,407.48,1593.424,899 [407 - 1 593],0.506,0.229,0.897,0.51 [0.23 - 0.90]
WHO regions,1_Afr,2012,Female,70 to 74 years,Ischaemic Heart Disease,134539.94,80504.14,182119.534,134 540 [80 504 - 182 120],68.13,40.767,92.224,68.13 [40.77 - 92.22]
WHO regions,1_Afr,2012,Female,70 to 74 years,Stroke,99584.005,45049.455,166662.391,99 584 [45 049 - 166 662],50.429,22.813,84.397,50.43 [22.81 - 84.40]
WHO regions,1_Afr,2012,Female,70 to 74 years,Acute Lower Respiratory Infections,79945.906,41009.177,123267.075,79 946 [41 009 - 123 267],40.484,20.767,62.422,40.48 [20.77 - 62.42]
WHO regions,1_Afr,2012,Female,70 to 74 years,Chronic Obstructive Pulmonary Disease,28774.759,8228.229,59702.652,28 775 [8 228 - 59 703],14.571,4.167,30.233,14.57 [4.17 - 30.23]
WHO regions,1_Afr,2012,Female,70 to 74 years,Lung Cancer,1454.433,651.234,2597.025,1 454 [651 - 2 597],0.737,0.33,1.315,0.74 [0.33 - 1.32]
WHO regions,1_Afr,2012,Female,65 to 69 years,Ischaemic Heart Disease,129711.246,77691.05,175516.774,129 711 [77 691 - 175 517],61.671,36.938,83.449,61.67 [36.94 - 83.45]
WHO regions,1_Afr,2012,Female,65 to 69 years,Stroke,99043.361,45215.692,165557.978,99 043 [45 216 - 165 558],47.09,21.498,78.714,47.09 [21.50 - 78.71]
WHO regions,1_Afr,2012,Female,65 to 69 years,Acute Lower Respiratory Infections,77378.15,39018.361,120171.804,77 378 [39 018 - 120 172],36.789,18.551,57.135,36.79 [18.55 - 57.14]
WHO regions,1_Afr,2012,Female,65 to 69 years,Chronic Obstructive Pulmonary Disease,31630.096,9246.336,65041.726,31 630 [9 246 - 65 042],15.038,4.396,30.924,15.04 [4.40 - 30.92]
WHO regions,1_Afr,2012,Female,65 to 69 years,Lung Cancer,1919.102,859.18,3418.865,1 919 [859 - 3 419],0.912,0.408,1.626,0.91 [0.41 - 1.63]
WHO regions,1_Afr,2012,Female,60 to 64 years,Ischaemic Heart Disease,110967.781,66389.362,150183.94,110 968 [66 389 - 150 184],49.99,29.907,67.656,49.99 [29.91 - 67.66]
WHO regions,1_Afr,2012,Female,60 to 64 years,Stroke,92329.275,42176.77,154232.828,92 329 [42 177 - 154 233],41.593,19,69.48,41.59 [19.00 - 69.48]
WHO regions,1_Afr,2012,Female,60 to 64 years,Acute Lower Respiratory Infections,74176.571,36758.729,116020.643,74 177 [36 759 - 116 021],33.416,16.559,52.266,33.42 [16.56 - 52.27]
WHO regions,1_Afr,2012,Female,60 to 64 years,Chronic Obstructive Pulmonary Disease,27000.971,7729.98,55979.828,27 001 [7 730 - 55 980],12.164,3.482,25.218,12.16 [3.48 - 25.22]
WHO regions,1_Afr,2012,Female,60 to 64 years,Lung Cancer,2575.178,1182.456,4511.223,2 575 [1 182 - 4 511],1.16,0.533,2.032,1.16 [0.53 - 2.03]
WHO regions,1_Afr,2012,Female,55 to 59 years,Ischaemic Heart Disease,88781.968,52776.036,120413.168,88 782 [52 776 - 120 413],38.148,22.677,51.74,38.15 [22.68 - 51.74]
WHO regions,1_Afr,2012,Female,55 to 59 years,Stroke,82069.219,37436.546,137198.058,82 069 [37 437 - 137 198],35.264,16.086,58.952,35.26 [16.09 - 58.95]
WHO regions,1_Afr,2012,Female,55 to 59 years,Acute Lower Respiratory Infections,66882.318,33444.699,104272.699,66 882 [33 445 - 104 273],28.738,14.371,44.804,28.74 [14.37 - 44.80]
WHO regions,1_Afr,2012,Female,55 to 59 years,Chronic Obstructive Pulmonary Disease,22717.708,6512.59,47172.318,22 718 [6 513 - 47 172],9.761,2.798,20.269,9.76 [2.80 - 20.27]
WHO regions,1_Afr,2012,Female,55 to 59 years,Lung Cancer,2623.067,1208.745,4566.334,2 623 [1 209 - 4 566],1.127,0.519,1.962,1.13 [0.52 - 1.96]
WHO regions,1_Afr,2012,Female,50 to 54 years,Ischaemic Heart Disease,76372.737,45716.058,103257.947,76 373 [45 716 - 103 258],31.115,18.625,42.068,31.12 [18.63 - 42.07]
WHO regions,1_Afr,2012,Female,50 to 54 years,Stroke,74901.354,34220.596,125113.922,74 901 [34 221 - 125 114],30.515,13.942,50.972,30.52 [13.94 - 50.97]
WHO regions,1_Afr,2012,Female,50 to 54 years,Acute Lower Respiratory Infections,64650.859,32174.639,100966.592,64 651 [32 175 - 100 967],26.339,13.108,41.134,26.34 [13.11 - 41.13]
WHO regions,1_Afr,2012,Female,50 to 54 years,Chronic Obstructive Pulmonary Disease,19042.377,5612.537,39158.681,19 042 [5 613 - 39 159],7.758,2.287,15.954,7.76 [2.29 - 15.95]
WHO regions,1_Afr,2012,Female,50 to 54 years,Lung Cancer,2565.353,1191.58,4439.451,2 565 [1 192 - 4 439],1.045,0.486,1.809,1.05 [0.49 - 1.81]
WHO regions,1_Afr,2012,Female,45 to 49 years,Ischaemic Heart Disease,54211.183,32772.276,72964.014,54 211 [32 772 - 72 964],20.337,12.294,27.372,20.34 [12.29 - 27.37]
WHO regions,1_Afr,2012,Female,45 to 49 years,Stroke,52246.974,23830.574,87027.943,52 247 [23 831 - 87 028],19.6,8.94,32.648,19.60 [8.94 - 32.65]
WHO regions,1_Afr,2012,Female,45 to 49 years,Acute Lower Respiratory Infections,47386.643,23694.129,73867.482,47 387 [23 694 - 73 867],17.777,8.889,27.711,17.78 [8.89 - 27.71]
WHO regions,1_Afr,2012,Female,45 to 49 years,Chronic Obstructive Pulmonary Disease,13388.284,4009.846,27449.891,13 388 [4 010 - 27 450],5.023,1.504,10.298,5.02 [1.50 - 10.30]
WHO regions,1_Afr,2012,Female,45 to 49 years,Lung Cancer,2059.182,945.12,3581.679,2 059 [945 - 3 582],0.772,0.355,1.344,0.77 [0.36 - 1.34]
WHO regions,1_Afr,2012,Female,40 to 44 years,Acute Lower Respiratory Infections,47171.646,23148.297,73961.05,47 172 [23 148 - 73 961],15.775,7.741,24.734,15.78 [7.74 - 24.73]
WHO regions,1_Afr,2012,Female,40 to 44 years,Stroke,37440.186,17116.02,62421.414,37 440 [17 116 - 62 421],12.521,5.724,20.875,12.52 [5.72 - 20.88]
WHO regions,1_Afr,2012,Female,40 to 44 years,Ischaemic Heart Disease,31302.686,18641.947,42334.878,31 303 [18 642 - 42 335],10.468,6.234,14.158,10.47 [6.23 - 14.16]
WHO regions,1_Afr,2012,Female,40 to 44 years,Chronic Obstructive Pulmonary Disease,9131.394,2659.918,18939.864,9 131 [2 660 - 18 940],3.054,0.889,6.334,3.05 [0.89 - 6.33]
WHO regions,1_Afr,2012,Female,40 to 44 years,Lung Cancer,1303.117,573.059,2319.706,1 303 [573 - 2 320],0.436,0.192,0.776,0.44 [0.19 - 0.78]
WHO regions,1_Afr,2012,Female,35 to 39 years,Acute Lower Respiratory Infections,45339.393,22005.625,71348.896,45 339 [22 006 - 71 349],13.317,6.463,20.957,13.32 [6.46 - 20.96]
WHO regions,1_Afr,2012,Female,35 to 39 years,Stroke,25852.687,11739.049,43172.992,25 853 [11 739 - 43 173],7.593,3.448,12.681,7.59 [3.45 - 12.68]
WHO regions,1_Afr,2012,Female,35 to 39 years,Ischaemic Heart Disease,20134.896,11949.912,27252.284,20 135 [11 950 - 27 252],5.914,3.51,8.005,5.91 [3.51 - 8.01]
WHO regions,1_Afr,2012,Female,35 to 39 years,Chronic Obstructive Pulmonary Disease,9457.152,2802.953,19468.409,9 457 [2 803 - 19 468],2.778,0.823,5.718,2.78 [0.82 - 5.72]
WHO regions,1_Afr,2012,Female,35 to 39 years,Lung Cancer,758.875,339.946,1335.881,759 [340 - 1 336],0.223,0.1,0.392,0.22 [0.10 - 0.39]
WHO regions,1_Afr,2012,Female,30 to 34 years,Acute Lower Respiratory Infections,56584.943,27185.133,89249.428,56 585 [27 185 - 89 249],14.384,6.911,22.688,14.38 [6.91 - 22.69]
WHO regions,1_Afr,2012,Female,30 to 34 years,Stroke,21893.352,9878.665,36507.972,21 893 [9 879 - 36 508],5.565,2.511,9.28,5.57 [2.51 - 9.28]
WHO regions,1_Afr,2012,Female,30 to 34 years,Ischaemic Heart Disease,17317.094,10243.059,23462.125,17 317 [10 243 - 23 462],4.402,2.604,5.964,4.40 [2.60 - 5.96]
WHO regions,1_Afr,2012,Female,30 to 34 years,Chronic Obstructive Pulmonary Disease,9694.783,2903.593,19851.316,9 695 [2 904 - 19 851],2.465,0.738,5.046,2.47 [0.74 - 5.05]
WHO regions,1_Afr,2012,Female,30 to 34 years,Lung Cancer,346.979,154.798,613.192,347 [155 - 613],0.088,0.039,0.156,0.09 [0.04 - 0.16]
WHO regions,1_Afr,2012,Female,25 to 29 years,Acute Lower Respiratory Infections,51191.928,24562.595,80851.595,51 192 [24 563 - 80 852],11.308,5.426,17.86,11.31 [5.43 - 17.86]
WHO regions,1_Afr,2012,Female,25 to 29 years,Stroke,14359.74,6475.97,23988.136,14 360 [6 476 - 23 988],3.172,1.431,5.299,3.17 [1.43 - 5.30]
WHO regions,1_Afr,2012,Female,25 to 29 years,Chronic Obstructive Pulmonary Disease,8515.861,2538.706,17447.801,8 516 [2 539 - 17 448],1.881,0.561,3.854,1.88 [0.56 - 3.85]
WHO regions,1_Afr,2012,Female,25 to 29 years,Ischaemic Heart Disease,7805.098,4497.737,10680.689,7 805 [4 498 - 10 681],1.724,0.994,2.359,1.72 [0.99 - 2.36]
WHO regions,1_Afr,2012,Female,25 to 29 years,Lung Cancer,159.222,71.388,280.779,159 [71 - 281],0.035,0.016,0.062,0.04 [0.02 - 0.06]
WHO regions,1_Afr,2012,Female,20 to 24 years,Acute Lower Respiratory Infections,36903.285,17237.203,58823.46,36 903 [17 237 - 58 823],7.311,3.415,11.654,7.31 [3.42 - 11.65]
WHO regions,1_Afr,2012,Female,15 to 19 years,Acute Lower Respiratory Infections,36508.97,17304.901,57878.221,36 509 [17 305 - 57 878],6.51,3.086,10.32,6.51 [3.09 - 10.32]
WHO regions,1_Afr,2012,Female,10 to 14 years,Acute Lower Respiratory Infections,97240.738,48443.01,151641.278,97 241 [48 443 - 151 641],15.298,7.621,23.856,15.30 [7.62 - 23.86]
WHO regions,1_Afr,2012,Female,5 to 9 years,Acute Lower Respiratory Infections,281834.868,143461.334,435818.35,281 835 [143 461 - 435 818],38.538,19.617,59.593,38.54 [19.62 - 59.59]
WHO regions,1_Afr,2012,Female,0 to 4 years,Acute Lower Respiratory Infections,5472564.003,3007343.473,8252443.445,5 472 564 [3 007 343 - 8 252 443],651.351,357.938,982.216,651.35 [357.94 - 982.22]
WHO regions,1_Afr,2012,Male,80 years and over,Ischaemic Heart Disease,73502.656,44318.17,99171.485,73 503 [44 318 - 99 171],85.154,51.343,114.891,85.15 [51.34 - 114.89]
WHO regions,1_Afr,2012,Male,80 years and over,Acute Lower Respiratory Infections,53348.22,25823.886,83847.43,53 348 [25 824 - 83 847],61.804,29.917,97.138,61.80 [29.92 - 97.14]
WHO regions,1_Afr,2012,Male,80 years and over,Stroke,42795.057,19361.084,71347.057,42 795 [19 361 - 71 347],49.579,22.43,82.656,49.58 [22.43 - 82.66]
WHO regions,1_Afr,2012,Male,80 years and over,Chronic Obstructive Pulmonary Disease,21031.224,6048.159,43669.64,21 031 [6 048 - 43 670],24.365,7.007,50.592,24.37 [7.01 - 50.59]
WHO regions,1_Afr,2012,Male,80 years and over,Lung Cancer,1146.385,493.11,2074.051,1 146 [493 - 2 074],1.328,0.571,2.403,1.33 [0.57 - 2.40]
WHO regions,1_Afr,2012,Male,75 to 79 years,Ischaemic Heart Disease,85784.611,51767.052,115653.247,85 785 [51 767 - 115 653],63.899,38.56,86.148,63.90 [38.56 - 86.15]
WHO regions,1_Afr,2012,Male,75 to 79 years,Acute Lower Respiratory Infections,67472.5,33415.789,105311.438,67 473 [33 416 - 105 311],50.259,24.891,78.444,50.26 [24.89 - 78.44]
WHO regions,1_Afr,2012,Male,75 to 79 years,Stroke,57470.191,25894.574,96166.582,57 470 [25 895 - 96 167],42.808,19.288,71.632,42.81 [19.29 - 71.63]
WHO regions,1_Afr,2012,Male,75 to 79 years,Chronic Obstructive Pulmonary Disease,27285.873,7987.118,56219.773,27 286 [7 987 - 56 220],20.325,5.949,41.877,20.33 [5.95 - 41.88]
WHO regions,1_Afr,2012,Male,75 to 79 years,Lung Cancer,2048.259,901.763,3660.902,2 048 [902 - 3 661],1.526,0.672,2.727,1.53 [0.67 - 2.73]
WHO regions,1_Afr,2012,Male,70 to 74 years,Ischaemic Heart Disease,136498.513,81996.023,184316.853,136 499 [81 996 - 184 317],86.462,51.939,116.751,86.46 [51.94 - 116.75]
WHO regions,1_Afr,2012,Male,70 to 74 years,Acute Lower Respiratory Infections,97525.311,49253.503,151161.365,97 525 [49 254 - 151 161],61.775,31.199,95.75,61.78 [31.20 - 95.75]
WHO regions,1_Afr,2012,Male,70 to 74 years,Stroke,84762.677,38560.148,141712.2,84 763 [38 560 - 141 712],53.691,24.425,89.764,53.69 [24.43 - 89.76]
WHO regions,1_Afr,2012,Male,70 to 74 years,Chronic Obstructive Pulmonary Disease,43322.528,12808.928,88901.676,43 323 [12 809 - 88 902],27.442,8.114,56.313,27.44 [8.11 - 56.31]
WHO regions,1_Afr,2012,Male,70 to 74 years,Lung Cancer,3482.769,1567.655,6156.357,3 483 [1 568 - 6 156],2.206,0.993,3.9,2.21 [0.99 - 3.90]
WHO regions,1_Afr,2012,Male,65 to 69 years,Ischaemic Heart Disease,156809.498,93607.694,212174.16,156 809 [93 608 - 212 174],88.495,52.827,119.74,88.50 [52.83 - 119.74]
WHO regions,1_Afr,2012,Male,65 to 69 years,Acute Lower Respiratory Infections,106705.179,53623.576,165783.085,106 705 [53 624 - 165 783],60.219,30.262,93.559,60.22 [30.26 - 93.56]
WHO regions,1_Afr,2012,Male,65 to 69 years,Stroke,102720.333,46046.532,172493.165,102 720 [46 047 - 172 493],57.97,25.986,97.346,57.97 [25.99 - 97.35]
WHO regions,1_Afr,2012,Male,65 to 69 years,Chronic Obstructive Pulmonary Disease,41371.344,12047.458,85287.294,41 371 [12 047 - 85 287],23.348,6.799,48.132,23.35 [6.80 - 48.13]
WHO regions,1_Afr,2012,Male,65 to 69 years,Lung Cancer,4736.206,2168.344,8284.556,4 736 [2 168 - 8 285],2.673,1.224,4.675,2.67 [1.22 - 4.68]
WHO regions,1_Afr,2012,Male,60 to 64 years,Ischaemic Heart Disease,160630.928,95103.929,217920.982,160 631 [95 104 - 217 921],82.112,48.615,111.397,82.11 [48.62 - 111.40]
WHO regions,1_Afr,2012,Male,60 to 64 years,Acute Lower Respiratory Infections,113111.1,55907.352,176842.766,113 111 [55 907 - 176 843],57.82,28.579,90.399,57.82 [28.58 - 90.40]
WHO regions,1_Afr,2012,Male,60 to 64 years,Stroke,112826.716,50689.278,189382.402,112 827 [50 689 - 189 382],57.675,25.912,96.809,57.68 [25.91 - 96.81]
WHO regions,1_Afr,2012,Male,60 to 64 years,Chronic Obstructive Pulmonary Disease,38049.001,10891.119,78866.34,38 049 [10 891 - 78 866],19.45,5.567,40.315,19.45 [5.57 - 40.32]
WHO regions,1_Afr,2012,Male,60 to 64 years,Lung Cancer,6038.696,2849.651,10361.489,6 039 [2 850 - 10 361],3.087,1.457,5.297,3.09 [1.46 - 5.30]
WHO regions,1_Afr,2012,Male,55 to 59 years,Ischaemic Heart Disease,152111.34,89470.862,206778.377,152 111 [89 471 - 206 778],71.704,42.176,97.473,71.70 [42.18 - 97.47]
WHO regions,1_Afr,2012,Male,55 to 59 years,Acute Lower Respiratory Infections,106977.099,52517.48,167711.881,106 977 [52 517 - 167 712],50.428,24.756,79.058,50.43 [24.76 - 79.06]
WHO regions,1_Afr,2012,Male,55 to 59 years,Stroke,91644.814,40834.068,154287.981,91 645 [40 834 - 154 288],43.2,19.249,72.73,43.20 [19.25 - 72.73]
WHO regions,1_Afr,2012,Male,55 to 59 years,Chronic Obstructive Pulmonary Disease,30882.064,8699.746,64405.212,30 882 [8 700 - 64 405],14.557,4.101,30.36,14.56 [4.10 - 30.36]
WHO regions,1_Afr,2012,Male,55 to 59 years,Lung Cancer,6705.632,3238.373,11334.92,6 706 [3 238 - 11 335],3.161,1.526,5.343,3.16 [1.53 - 5.34]
WHO regions,1_Afr,2012,Male,50 to 54 years,Ischaemic Heart Disease,136287.771,80274.667,185091.987,136 288 [80 275 - 185 092],59.364,34.966,80.622,59.36 [34.97 - 80.62]
WHO regions,1_Afr,2012,Male,50 to 54 years,Acute Lower Respiratory Infections,98780.616,48070.972,155291.542,98 781 [48 071 - 155 292],43.026,20.939,67.641,43.03 [20.94 - 67.64]
WHO regions,1_Afr,2012,Male,50 to 54 years,Stroke,85883.842,38247.427,144569.654,85 884 [38 247 - 144 570],37.409,16.66,62.971,37.41 [16.66 - 62.97]
WHO regions,1_Afr,2012,Male,50 to 54 years,Chronic Obstructive Pulmonary Disease,26185.371,7636.489,53942.191,26 185 [7 636 - 53 942],11.406,3.326,23.496,11.41 [3.33 - 23.50]
WHO regions,1_Afr,2012,Male,50 to 54 years,Lung Cancer,6124.709,3016.096,10221.753,6 125 [3 016 - 10 222],2.668,1.314,4.452,2.67 [1.31 - 4.45]
WHO regions,1_Afr,2012,Male,45 to 49 years,Ischaemic Heart Disease,111110.693,65331.812,150902.676,111 111 [65 332 - 150 903],43.514,25.586,59.098,43.51 [25.59 - 59.10]
WHO regions,1_Afr,2012,Male,45 to 49 years,Acute Lower Respiratory Infections,99638.7,49159.306,155790.869,99 639 [49 159 - 155 791],39.022,19.252,61.013,39.02 [19.25 - 61.01]
WHO regions,1_Afr,2012,Male,45 to 49 years,Stroke,64764.444,28948.433,108641.065,64 764 [28 948 - 108 641],25.364,11.337,42.547,25.36 [11.34 - 42.55]
WHO regions,1_Afr,2012,Male,45 to 49 years,Chronic Obstructive Pulmonary Disease,18378.567,5244.404,38227.056,18 379 [5 244 - 38 227],7.198,2.054,14.971,7.20 [2.05 - 14.97]
WHO regions,1_Afr,2012,Male,45 to 49 years,Lung Cancer,4471.788,2224.104,7407.509,4 472 [2 224 - 7 408],1.751,0.871,2.901,1.75 [0.87 - 2.90]
WHO regions,1_Afr,2012,Male,40 to 44 years,Acute Lower Respiratory Infections,77566.734,38546.65,120781.481,77 567 [38 547 - 120 781],26.59,13.214,41.404,26.59 [13.21 - 41.40]
WHO regions,1_Afr,2012,Male,40 to 44 years,Ischaemic Heart Disease,70426.828,41945.812,95170.026,70 427 [41 946 - 95 170],24.143,14.379,32.625,24.14 [14.38 - 32.63]
WHO regions,1_Afr,2012,Male,40 to 44 years,Stroke,49619.91,22385.504,82826.46,49 620 [22 386 - 82 826],17.01,7.674,28.393,17.01 [7.67 - 28.39]
WHO regions,1_Afr,2012,Male,40 to 44 years,Chronic Obstructive Pulmonary Disease,13539.45,4036.205,27752.19,13 539 [4 036 - 27 752],4.641,1.384,9.514,4.64 [1.38 - 9.51]
WHO regions,1_Afr,2012,Male,40 to 44 years,Lung Cancer,2437.934,1183.292,4097.86,2 438 [1 183 - 4 098],0.836,0.406,1.405,0.84 [0.41 - 1.41]
WHO regions,1_Afr,2012,Male,35 to 39 years,Acute Lower Respiratory Infections,64548.328,32701.05,99792.228,64 548 [32 701 - 99 792],19.189,9.721,29.666,19.19 [9.72 - 29.67]
WHO regions,1_Afr,2012,Male,35 to 39 years,Ischaemic Heart Disease,45538.393,27170.774,61541.554,45 538 [27 171 - 61 542],13.537,8.077,18.295,13.54 [8.08 - 18.30]
WHO regions,1_Afr,2012,Male,35 to 39 years,Stroke,26470.093,12161.424,43922.456,26 470 [12 161 - 43 922],7.869,3.615,13.057,7.87 [3.62 - 13.06]
WHO regions,1_Afr,2012,Male,35 to 39 years,Chronic Obstructive Pulmonary Disease,9521.274,2873.472,19437.673,9 521 [2 873 - 19 438],2.83,0.854,5.778,2.83 [0.85 - 5.78]
WHO regions,1_Afr,2012,Male,35 to 39 years,Lung Cancer,1037.17,499.208,1747.627,1 037 [499 - 1 748],0.308,0.148,0.519,0.31 [0.15 - 0.52]
WHO regions,1_Afr,2012,Male,30 to 34 years,Acute Lower Respiratory Infections,56512.895,28245.05,87853.042,56 513 [28 245 - 87 853],14.535,7.265,22.596,14.54 [7.27 - 22.60]
WHO regions,1_Afr,2012,Male,30 to 34 years,Ischaemic Heart Disease,27870.97,16515.014,37774.698,27 871 [16 515 - 37 775],7.168,4.248,9.716,7.17 [4.25 - 9.72]
WHO regions,1_Afr,2012,Male,30 to 34 years,Stroke,20573.516,9358.76,34211.887,20 574 [9 359 - 34 212],5.292,2.407,8.799,5.29 [2.41 - 8.80]
WHO regions,1_Afr,2012,Male,30 to 34 years,Chronic Obstructive Pulmonary Disease,9725.7,2950.005,19787.164,9 726 [2 950 - 19 787],2.501,0.759,5.089,2.50 [0.76 - 5.09]
WHO regions,1_Afr,2012,Male,30 to 34 years,Lung Cancer,615.32,290.633,1056.479,615 [291 - 1 056],0.158,0.075,0.272,0.16 [0.08 - 0.27]
WHO regions,1_Afr,2012,Male,25 to 29 years,Acute Lower Respiratory Infections,50608.73,24777.134,79403.579,50 609 [24 777 - 79 404],11.261,5.513,17.669,11.26 [5.51 - 17.67]
WHO regions,1_Afr,2012,Male,25 to 29 years,Stroke,17006.124,7727.997,28326.704,17 006 [7 728 - 28 327],3.784,1.72,6.303,3.78 [1.72 - 6.30]
WHO regions,1_Afr,2012,Male,25 to 29 years,Ischaemic Heart Disease,14275.928,8370.387,19433.239,14 276 [8 370 - 19 433],3.177,1.863,4.324,3.18 [1.86 - 4.32]
WHO regions,1_Afr,2012,Male,25 to 29 years,Chronic Obstructive Pulmonary Disease,8155.668,2505.301,16511.477,8 156 [2 505 - 16 511],1.815,0.557,3.674,1.82 [0.56 - 3.67]
WHO regions,1_Afr,2012,Male,25 to 29 years,Lung Cancer,296.696,137.097,517.836,297 [137 - 518],0.066,0.03,0.115,0.07 [0.03 - 0.12]
WHO regions,1_Afr,2012,Male,20 to 24 years,Acute Lower Respiratory Infections,44334.179,21407.91,69949.971,44 334 [21 408 - 69 950],8.754,4.227,13.812,8.75 [4.23 - 13.81]
WHO regions,1_Afr,2012,Male,15 to 19 years,Acute Lower Respiratory Infections,43829.004,21246.389,69002.961,43 829 [21 246 - 69 003],7.728,3.746,12.167,7.73 [3.75 - 12.17]
WHO regions,1_Afr,2012,Male,10 to 14 years,Acute Lower Respiratory Infections,111336.748,55979.384,173242.108,111 337 [55 979 - 173 242],17.228,8.662,26.807,17.23 [8.66 - 26.81]
WHO regions,1_Afr,2012,Male,5 to 9 years,Acute Lower Respiratory Infections,253503.355,132256.262,388479.423,253 503 [132 256 - 388 479],33.932,17.703,52,33.93 [17.70 - 52.00]
WHO regions,1_Afr,2012,Male,0 to 4 years,Acute Lower Respiratory Infections,6878750.353,3768428.508,10383371.82,6 878 750 [3 768 429 - 10 383 372],797.243,436.759,1203.427,797.24 [436.76 - 1 203.43]
WHO regions,1_Afr,2011,Female,80 years and over,Ischaemic Heart Disease,91323.621,53846.37,124214.343,91 324 [53 846 - 124 214],76.877,45.328,104.564,76.88 [45.33 - 104.56]
WHO regions,1_Afr,2011,Female,80 years and over,Stroke,61163.313,27434.309,101967.913,61 163 [27 434 - 101 968],51.488,23.094,85.837,51.49 [23.09 - 85.84]
WHO regions,1_Afr,2011,Female,80 years and over,Acute Lower Respiratory Infections,53602.524,25860.899,84556.337,53 603 [25 861 - 84 556],45.123,21.77,71.18,45.12 [21.77 - 71.18]
WHO regions,1_Afr,2011,Female,80 years and over,Chronic Obstructive Pulmonary Disease,15732.37,4147.003,33584.344,15 732 [4 147 - 33 584],13.244,3.491,28.272,13.24 [3.49 - 28.27]
WHO regions,1_Afr,2011,Female,80 years and over,Lung Cancer,540.825,248.121,956.216,541 [248 - 956],0.455,0.209,0.805,0.46 [0.21 - 0.81]
WHO regions,1_Afr,2011,Female,75 to 79 years,Ischaemic Heart Disease,101331.213,60251.453,137467.848,101 331 [60 251 - 137 468],58.436,34.746,79.276,58.44 [34.75 - 79.28]
WHO regions,1_Afr,2011,Female,75 to 79 years,Stroke,79363.031,35950.656,132374.948,79 363 [35 951 - 132 375],45.768,20.732,76.339,45.77 [20.73 - 76.34]
WHO regions,1_Afr,2011,Female,75 to 79 years,Acute Lower Respiratory Infections,60157.254,29918.719,93964.45,60 157 [29 919 - 93 964],34.692,17.254,54.188,34.69 [17.25 - 54.19]
WHO regions,1_Afr,2011,Female,75 to 79 years,Chronic Obstructive Pulmonary Disease,20933.921,5875.598,43700.895,20 934 [5 876 - 43 701],12.072,3.388,25.202,12.07 [3.39 - 25.20]
WHO regions,1_Afr,2011,Female,75 to 79 years,Lung Cancer,864.135,393.018,1532.294,864 [393 - 1 532],0.498,0.227,0.884,0.50 [0.23 - 0.88]
WHO regions,1_Afr,2011,Female,70 to 74 years,Ischaemic Heart Disease,131871.639,78698.424,178662.036,131 872 [78 698 - 178 662],68.553,40.911,92.877,68.55 [40.91 - 92.88]
WHO regions,1_Afr,2011,Female,70 to 74 years,Stroke,97837.314,44248.725,163464.833,97 837 [44 249 - 163 465],50.861,23.003,84.977,50.86 [23.00 - 84.98]
WHO regions,1_Afr,2011,Female,70 to 74 years,Acute Lower Respiratory Infections,78552.62,40273.428,121331.658,78 553 [40 273 - 121 332],40.836,20.936,63.074,40.84 [20.94 - 63.07]
WHO regions,1_Afr,2011,Female,70 to 74 years,Chronic Obstructive Pulmonary Disease,28250.215,8048.189,58668.424,28 250 [8 048 - 58 668],14.686,4.184,30.499,14.69 [4.18 - 30.50]
WHO regions,1_Afr,2011,Female,70 to 74 years,Lung Cancer,1387.115,622.31,2480.001,1 387 [622 - 2 480],0.721,0.324,1.289,0.72 [0.32 - 1.29]
WHO regions,1_Afr,2011,Female,65 to 69 years,Ischaemic Heart Disease,127798.435,76381.654,173037.925,127 798 [76 382 - 173 038],62.261,37.212,84.301,62.26 [37.21 - 84.30]
WHO regions,1_Afr,2011,Female,65 to 69 years,Stroke,97944.192,44740.943,163400.667,97 944 [44 741 - 163 401],47.717,21.797,79.606,47.72 [21.80 - 79.61]
WHO regions,1_Afr,2011,Female,65 to 69 years,Acute Lower Respiratory Infections,76710.744,38685.688,119280.894,76 711 [38 686 - 119 281],37.372,18.847,58.112,37.37 [18.85 - 58.11]
WHO regions,1_Afr,2011,Female,65 to 69 years,Chronic Obstructive Pulmonary Disease,31209.841,9100.549,64210.477,31 210 [9 101 - 64 210],15.205,4.434,31.282,15.21 [4.43 - 31.28]
WHO regions,1_Afr,2011,Female,65 to 69 years,Lung Cancer,1842.942,827.912,3284.639,1 843 [828 - 3 285],0.898,0.403,1.6,0.90 [0.40 - 1.60]
